# Title: January - December 2010 California County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,23.17,104,4.42,18.75
CA-003,Alpine County,California,49.49,118,13.35,36.14
CA-005,Amador County,California,52.07,122,16.84,35.23
CA-007,Butte County,California,57.9,113,13.49,44.41
CA-009,Calaveras County,California,50.74,123,16.47,34.27
CA-011,Colusa County,California,35.61,125,13.61,22
CA-013,Contra Costa County,California,24.44,110,5.95,18.49
CA-015,Del Norte County,California,99.52,113,19.53,79.99
CA-017,El Dorado County,California,62.4,118,17.76,44.64
CA-019,Fresno County,California,29.56,121,9.96,19.6
CA-021,Glenn County,California,36.95,118,11.07,25.88
CA-023,Humboldt County,California,81.38,114,17.99,63.39
CA-025,Imperial County,California,6.37,125,2.99,3.38
CA-027,Inyo County,California,9.78,120,3.54,6.24
CA-029,Kern County,California,13.85,120,4.8,9.05
CA-031,Kings County,California,13.38,126,5.77,7.61
CA-033,Lake County,California,64.36,124,20.9,43.46
CA-035,Lassen County,California,23.08,96,2.68,20.4
CA-037,Los Angeles County,California,25.85,119,10.29,15.56
CA-039,Madera County,California,32.82,117,9.7,23.12
CA-041,Marin County,California,47.75,112,12.27,35.48
CA-043,Mariposa County,California,44.14,113,11.33,32.81
CA-045,Mendocino County,California,70.23,117,18.62,51.61
CA-047,Merced County,California,16.75,119,5.48,11.27
CA-049,Modoc County,California,19.6,95,1.53,18.07
CA-051,Mono County,California,22.54,118,6.91,15.63
CA-053,Monterey County,California,29,114,8.9,20.1
CA-055,Napa County,California,42.59,113,11.49,31.1
CA-057,Nevada County,California,67.54,114,17.17,50.37
CA-059,Orange County,California,24.57,126,11.02,13.55
CA-061,Placer County,California,61.74,114,15.97,45.77
CA-063,Plumas County,California,53.24,109,12.03,41.21
CA-065,Riverside County,California,13.77,120,5.28,8.49
CA-067,Sacramento County,California,24.62,112,5.93,18.69
CA-069,San Benito County,California,25.1,119,8.36,16.74
CA-071,San Bernardino County,California,12.07,127,5.21,6.86
CA-073,San Diego County,California,23.78,123,9.49,14.29
CA-075,San Francisco County,California,33.64,119,9.34,24.3
CA-077,San Joaquin County,California,18.96,116,4.91,14.05
CA-079,San Luis Obispo County,California,27.45,120,10.29,17.16
CA-081,San Mateo County,California,35.46,107,6.8,28.66
CA-083,Santa Barbara County,California,30.25,119,11.41,18.84
CA-085,Santa Clara County,California,30.07,109,6.96,23.11
CA-087,Santa Cruz County,California,42.26,104,9.21,33.05
CA-089,Shasta County,California,54.83,112,12.89,41.94
CA-091,Sierra County,California,60.73,113,14.98,45.75
CA-093,Siskiyou County,California,46.73,106,7.92,38.81
CA-095,Solano County,California,26.65,113,6.86,19.79
CA-097,Sonoma County,California,56.93,114,14.91,42.02
CA-099,Stanislaus County,California,19.43,118,5.78,13.65
CA-101,Sutter County,California,24.43,107,5.45,18.98
CA-103,Tehama County,California,46.5,109,9.99,36.51
CA-105,Trinity County,California,74.92,115,17.43,57.49
CA-107,Tulare County,California,35.07,123,13.23,21.84
CA-109,Tuolumne County,California,59.29,119,18.45,40.84
CA-111,Ventura County,California,29.62,111,9.21,20.41
CA-113,Yolo County,California,27.71,115,7.7,20.01
CA-115,Yuba County,California,49.74,114,12.01,37.73
