# Title: January - December 2011 California County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,57.9,60,0,57.9
CA-003,Alpine County,California,42.7,29,-0.6,43.3
CA-005,Amador County,California,56.1,11,-1.1,57.2
CA-007,Butte County,California,58.2,21,-0.6,58.8
CA-009,Calaveras County,California,56.5,12,-1.1,57.6
CA-011,Colusa County,California,60,36,-0.4,60.4
CA-013,Contra Costa County,California,58.7,54,-0.1,58.8
CA-015,Del Norte County,California,51.3,83,0.4,50.8
CA-017,El Dorado County,California,52.4,18,-1,53.4
CA-019,Fresno County,California,54.3,55,-0.1,54.4
CA-021,Glenn County,California,58.8,27,-0.5,59.3
CA-023,Humboldt County,California,53,53,0.1,53
CA-025,Imperial County,California,73.3,90,1.1,72.2
CA-027,Inyo County,California,59.9,74,0.3,59.6
CA-029,Kern County,California,60.7,65,0.2,60.5
CA-031,Kings County,California,62.2,42,-0.3,62.5
CA-033,Lake County,California,56,36,-0.3,56.3
CA-035,Lassen County,California,45.9,43,-0.3,46.1
CA-037,Los Angeles County,California,60.7,82,0.8,59.9
CA-039,Madera County,California,54.8,41,-0.3,55.1
CA-041,Marin County,California,54.7,49,-0.2,54.8
CA-043,Mariposa County,California,53.8,25,-0.8,54.5
CA-045,Mendocino County,California,54.3,20,-0.5,54.8
CA-047,Merced County,California,60.8,45,-0.2,61
CA-049,Modoc County,California,45.5,46,-0.1,45.6
CA-051,Mono County,California,43.2,54,-0.1,43.3
CA-053,Monterey County,California,57.5,70,0.3,57.2
CA-055,Napa County,California,58.2,58,-0,58.2
CA-057,Nevada County,California,50.7,13,-1,51.7
CA-059,Orange County,California,63.2,87,0.8,62.4
CA-061,Placer County,California,52.2,18,-0.8,53
CA-063,Plumas County,California,46.3,34,-0.5,46.8
CA-065,Riverside County,California,67.5,82,0.7,66.8
CA-067,Sacramento County,California,60.5,24,-0.6,61.1
CA-069,San Benito County,California,57.6,68,0.2,57.4
CA-071,San Bernardino County,California,65.5,74,0.5,65.1
CA-073,San Diego County,California,62,85,0.8,61.2
CA-075,San Francisco County,California,56.1,74,0.4,55.8
CA-077,San Joaquin County,California,60.4,37,-0.3,60.7
CA-079,San Luis Obispo County,California,58.4,78,0.4,58
CA-081,San Mateo County,California,56,80,0.6,55.4
CA-083,Santa Barbara County,California,57.6,85,1,56.6
CA-085,Santa Clara County,California,57.2,73,0.3,56.9
CA-087,Santa Cruz County,California,56.2,79,0.5,55.7
CA-089,Shasta County,California,53.8,28,-0.5,54.3
CA-091,Sierra County,California,45.9,29,-0.6,46.4
CA-093,Siskiyou County,California,47.6,44,-0.3,47.8
CA-095,Solano County,California,59.5,47,-0.2,59.7
CA-097,Sonoma County,California,55.9,47,-0.2,56.1
CA-099,Stanislaus County,California,59.9,34,-0.4,60.4
CA-101,Sutter County,California,61.3,26,-0.5,61.8
CA-103,Tehama County,California,57.2,19,-0.7,57.9
CA-105,Trinity County,California,51.2,37,-0.4,51.6
CA-107,Tulare County,California,53.2,57,0,53.2
CA-109,Tuolumne County,California,48.5,15,-1.1,49.6
CA-111,Ventura County,California,57,85,1,56
CA-113,Yolo County,California,60.5,34,-0.4,60.9
CA-115,Yuba County,California,59.1,18,-0.8,59.8
