# Title: January - December 2022 California County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,14.46,33,-4.29,18.75
CA-003,Alpine County,California,30.45,43,-5.69,36.14
CA-005,Amador County,California,28.74,39,-6.49,35.23
CA-007,Butte County,California,24.81,9,-19.6,44.41
CA-009,Calaveras County,California,26.35,35,-7.92,34.27
CA-011,Colusa County,California,11.52,9,-10.48,22
CA-013,Contra Costa County,California,13.45,30,-5.04,18.49
CA-015,Del Norte County,California,52.9,7,-27.09,79.99
CA-017,El Dorado County,California,36.22,35,-8.42,44.64
CA-019,Fresno County,California,12.23,14,-7.37,19.6
CA-021,Glenn County,California,12.31,5,-13.57,25.88
CA-023,Humboldt County,California,41.02,9,-22.37,63.39
CA-025,Imperial County,California,2.17,32,-1.21,3.38
CA-027,Inyo County,California,3.8,20,-2.44,6.24
CA-029,Kern County,California,5.27,15,-3.78,9.05
CA-031,Kings County,California,4.48,15,-3.13,7.61
CA-033,Lake County,California,24.21,11,-19.25,43.46
CA-035,Lassen County,California,13.3,10,-7.1,20.4
CA-037,Los Angeles County,California,7.64,17,-7.92,15.56
CA-039,Madera County,California,14.2,14,-8.92,23.12
CA-041,Marin County,California,20.98,14,-14.5,35.48
CA-043,Mariposa County,California,21.53,19,-11.28,32.81
CA-045,Mendocino County,California,32.21,12,-19.4,51.61
CA-047,Merced County,California,7.77,25,-3.5,11.27
CA-049,Modoc County,California,14.82,33,-3.25,18.07
CA-051,Mono County,California,13.07,40,-2.56,15.63
CA-053,Monterey County,California,13.56,23,-6.54,20.1
CA-055,Napa County,California,17.18,12,-13.92,31.1
CA-057,Nevada County,California,37.87,28,-12.5,50.37
CA-059,Orange County,California,6.64,14,-6.91,13.55
CA-061,Placer County,California,35.57,32,-10.2,45.77
CA-063,Plumas County,California,26.16,14,-15.05,41.21
CA-065,Riverside County,California,4.45,12,-4.04,8.49
CA-067,Sacramento County,California,12.8,22,-5.89,18.69
CA-069,San Benito County,California,10.24,16,-6.5,16.74
CA-071,San Bernardino County,California,3.81,19,-3.05,6.86
CA-073,San Diego County,California,8.64,18,-5.65,14.29
CA-075,San Francisco County,California,18.22,32,-6.08,24.3
CA-077,San Joaquin County,California,10.75,35,-3.3,14.05
CA-079,San Luis Obispo County,California,10.53,22,-6.63,17.16
CA-081,San Mateo County,California,20.73,29,-7.93,28.66
CA-083,Santa Barbara County,California,10.3,16,-8.54,18.84
CA-085,Santa Clara County,California,18.47,36,-4.64,23.11
CA-087,Santa Cruz County,California,27.14,41,-5.91,33.05
CA-089,Shasta County,California,23.69,6,-18.25,41.94
CA-091,Sierra County,California,32.66,23,-13.09,45.75
CA-093,Siskiyou County,California,24.08,7,-14.73,38.81
CA-095,Solano County,California,12.26,20,-7.53,19.79
CA-097,Sonoma County,California,23.66,10,-18.36,42.02
CA-099,Stanislaus County,California,10.09,31,-3.56,13.65
CA-101,Sutter County,California,10.76,12,-8.22,18.98
CA-103,Tehama County,California,19.69,8,-16.82,36.51
CA-105,Trinity County,California,33.36,8,-24.13,57.49
CA-107,Tulare County,California,12.34,12,-9.5,21.84
CA-109,Tuolumne County,California,29.49,24,-11.35,40.84
CA-111,Ventura County,California,10.07,14,-10.34,20.41
CA-113,Yolo County,California,11.51,12,-8.5,20.01
CA-115,Yuba County,California,23.37,11,-14.36,37.73
