# Title: January - December 2001 California County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,22.27,96,3.52,18.75
CA-003,Alpine County,California,34.08,63,-2.06,36.14
CA-005,Amador County,California,33.41,63,-1.82,35.23
CA-007,Butte County,California,47.16,80,2.75,44.41
CA-009,Calaveras County,California,33.96,72,-0.31,34.27
CA-011,Colusa County,California,30.76,117,8.76,22
CA-013,Contra Costa County,California,22.8,98,4.31,18.49
CA-015,Del Norte County,California,61.9,23,-18.09,79.99
CA-017,El Dorado County,California,39.92,53,-4.72,44.64
CA-019,Fresno County,California,23.21,97,3.61,19.6
CA-021,Glenn County,California,35.07,113,9.19,25.88
CA-023,Humboldt County,California,56.97,53,-6.42,63.39
CA-025,Imperial County,California,2.71,54,-0.67,3.38
CA-027,Inyo County,California,7.14,90,0.9,6.24
CA-029,Kern County,California,11.09,103,2.04,9.05
CA-031,Kings County,California,9.38,101,1.77,7.61
CA-033,Lake County,California,53.94,101,10.48,43.46
CA-035,Lassen County,California,13.86,19,-6.54,20.4
CA-037,Los Angeles County,California,18.23,95,2.67,15.56
CA-039,Madera County,California,27.11,100,3.99,23.12
CA-041,Marin County,California,41.87,95,6.39,35.48
CA-043,Mariposa County,California,35.03,83,2.22,32.81
CA-045,Mendocino County,California,55.62,81,4.01,51.61
CA-047,Merced County,California,13.1,93,1.83,11.27
CA-049,Modoc County,California,13.54,18,-4.53,18.07
CA-051,Mono County,California,16.42,85,0.79,15.63
CA-053,Monterey County,California,25.65,105,5.55,20.1
CA-055,Napa County,California,37.82,97,6.72,31.1
CA-057,Nevada County,California,45.79,58,-4.58,50.37
CA-059,Orange County,California,14.95,94,1.4,13.55
CA-061,Placer County,California,41.23,57,-4.54,45.77
CA-063,Plumas County,California,33.77,41,-7.44,41.21
CA-065,Riverside County,California,7.23,61,-1.26,8.49
CA-067,Sacramento County,California,22.09,97,3.4,18.69
CA-069,San Benito County,California,20.17,98,3.43,16.74
CA-071,San Bernardino County,California,6.53,73,-0.33,6.86
CA-073,San Diego County,California,11.08,45,-3.21,14.29
CA-075,San Francisco County,California,33.17,114,8.87,24.3
CA-077,San Joaquin County,California,16.97,98,2.92,14.05
CA-079,San Luis Obispo County,California,22.7,105,5.54,17.16
CA-081,San Mateo County,California,35.12,103,6.46,28.66
CA-083,Santa Barbara County,California,26.94,114,8.1,18.84
CA-085,Santa Clara County,California,27.11,93,4,23.11
CA-087,Santa Cruz County,California,40.19,100,7.14,33.05
CA-089,Shasta County,California,44.07,78,2.13,41.94
CA-091,Sierra County,California,38.01,39,-7.74,45.75
CA-093,Siskiyou County,California,33.4,41,-5.41,38.81
CA-095,Solano County,California,24.52,99,4.73,19.79
CA-097,Sonoma County,California,48.8,95,6.78,42.02
CA-099,Stanislaus County,California,16.59,97,2.94,13.65
CA-101,Sutter County,California,22.29,96,3.31,18.98
CA-103,Tehama County,California,40.38,87,3.87,36.51
CA-105,Trinity County,California,58.18,74,0.69,57.49
CA-107,Tulare County,California,24.45,93,2.61,21.84
CA-109,Tuolumne County,California,41.61,74,0.77,40.84
CA-111,Ventura County,California,27.4,106,6.99,20.41
CA-113,Yolo County,California,25.4,103,5.39,20.01
CA-115,Yuba County,California,38.58,74,0.85,37.73
