# Title: January - December 2012 California County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,59.3,106,1.4,57.9
CA-003,Alpine County,California,45.1,119,1.8,43.3
CA-005,Amador County,California,58.5,114,1.3,57.2
CA-007,Butte County,California,59.8,96,1,58.8
CA-009,Calaveras County,California,59,114,1.3,57.6
CA-011,Colusa County,California,61.6,105,1.3,60.4
CA-013,Contra Costa County,California,60.2,105,1.3,58.8
CA-015,Del Norte County,California,51.8,95,0.9,50.8
CA-017,El Dorado County,California,54.7,110,1.3,53.4
CA-019,Fresno County,California,56.7,121,2.3,54.4
CA-021,Glenn County,California,60.4,103,1.1,59.3
CA-023,Humboldt County,California,54.1,105,1.1,53
CA-025,Imperial County,California,75.2,121,3,72.2
CA-027,Inyo County,California,62.5,124,3,59.6
CA-029,Kern County,California,63.2,121,2.7,60.5
CA-031,Kings County,California,64.5,118,2,62.5
CA-033,Lake County,California,57.1,99,0.8,56.3
CA-035,Lassen County,California,48.3,120,2.1,46.1
CA-037,Los Angeles County,California,62.9,122,3,59.9
CA-039,Madera County,California,57.3,120,2.2,55.1
CA-041,Marin County,California,55.6,89,0.8,54.8
CA-043,Mariposa County,California,56.4,119,1.9,54.5
CA-045,Mendocino County,California,55.4,97,0.5,54.8
CA-047,Merced County,California,63.2,119,2.2,61
CA-049,Modoc County,California,47.6,113,2,45.6
CA-051,Mono County,California,46,123,2.8,43.3
CA-053,Monterey County,California,58.8,111,1.6,57.2
CA-055,Napa County,California,59.5,104,1.3,58.2
CA-057,Nevada County,California,53,109,1.3,51.7
CA-059,Orange County,California,65,122,2.6,62.4
CA-061,Placer County,California,54.4,109,1.4,53
CA-063,Plumas County,California,48.5,117,1.7,46.8
CA-065,Riverside County,California,69.7,121,2.9,66.8
CA-067,Sacramento County,California,62.4,107,1.3,61.1
CA-069,San Benito County,California,59.5,116,2.1,57.4
CA-071,San Bernardino County,California,68,122,3,65.1
CA-073,San Diego County,California,63.9,121,2.7,61.2
CA-075,San Francisco County,California,56.5,87,0.8,55.8
CA-077,San Joaquin County,California,62.2,112,1.4,60.7
CA-079,San Luis Obispo County,California,60.2,119,2.3,58
CA-081,San Mateo County,California,56.6,101,1.2,55.4
CA-083,Santa Barbara County,California,59,117,2.3,56.6
CA-085,Santa Clara County,California,58.6,112,1.7,56.9
CA-087,Santa Cruz County,California,57.4,110,1.7,55.7
CA-089,Shasta County,California,55.3,101,1,54.3
CA-091,Sierra County,California,48.2,117,1.8,46.4
CA-093,Siskiyou County,California,49.3,106,1.5,47.8
CA-095,Solano County,California,61.1,107,1.3,59.7
CA-097,Sonoma County,California,56.9,94,0.8,56.1
CA-099,Stanislaus County,California,61.9,111,1.5,60.4
CA-101,Sutter County,California,63.3,110,1.5,61.8
CA-103,Tehama County,California,58.8,100,0.9,57.9
CA-105,Trinity County,California,52.6,100,1.1,51.6
CA-107,Tulare County,California,55.6,121,2.4,53.2
CA-109,Tuolumne County,California,51.1,116,1.5,49.6
CA-111,Ventura County,California,58.9,120,2.9,56
CA-113,Yolo County,California,62.2,107,1.3,60.9
CA-115,Yuba County,California,61.1,107,1.3,59.8
