# Title: January - December 2016 California County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,60.4,125,2.5,57.9
CA-003,Alpine County,California,45.9,125,2.6,43.3
CA-005,Amador County,California,59.2,120,2,57.2
CA-007,Butte County,California,60.8,121,2,58.8
CA-009,Calaveras County,California,59.5,120,1.9,57.6
CA-011,Colusa County,California,62.5,123,2.2,60.4
CA-013,Contra Costa County,California,61.2,121,2.4,58.8
CA-015,Del Norte County,California,52.9,118,2,50.8
CA-017,El Dorado County,California,55.2,120,1.9,53.4
CA-019,Fresno County,California,57.3,124,2.9,54.4
CA-021,Glenn County,California,61.1,122,1.8,59.3
CA-023,Humboldt County,California,55.8,128,2.8,53
CA-025,Imperial County,California,75.5,124,3.3,72.2
CA-027,Inyo County,California,62.3,122,2.7,59.6
CA-029,Kern County,California,63.6,125,3.1,60.5
CA-031,Kings County,California,65.7,128,3.2,62.5
CA-033,Lake County,California,58,119,1.7,56.3
CA-035,Lassen County,California,48.5,123,2.4,46.1
CA-037,Los Angeles County,California,63.7,126,3.9,59.9
CA-039,Madera County,California,57.9,125,2.7,55.1
CA-041,Marin County,California,57.1,124,2.3,54.8
CA-043,Mariposa County,California,56.9,123,2.4,54.5
CA-045,Mendocino County,California,56.6,124,1.8,54.8
CA-047,Merced County,California,64,128,3,61
CA-049,Modoc County,California,48.4,123,2.8,45.6
CA-051,Mono County,California,46.3,125,3.1,43.3
CA-053,Monterey County,California,60,126,2.8,57.2
CA-055,Napa County,California,60.4,122,2.2,58.2
CA-057,Nevada County,California,53.4,119,1.7,51.7
CA-059,Orange County,California,66.1,127,3.7,62.4
CA-061,Placer County,California,55,123,1.9,53
CA-063,Plumas County,California,48.9,122,2.1,46.8
CA-065,Riverside County,California,70.1,125,3.3,66.8
CA-067,Sacramento County,California,63.5,124,2.4,61.1
CA-069,San Benito County,California,60.4,125,3,57.4
CA-071,San Bernardino County,California,68.1,124,3,65.1
CA-073,San Diego County,California,64.8,127,3.6,61.2
CA-075,San Francisco County,California,58.3,125,2.5,55.8
CA-077,San Joaquin County,California,63.3,123,2.6,60.7
CA-079,San Luis Obispo County,California,61.1,127,3.2,58
CA-081,San Mateo County,California,58.2,125,2.8,55.4
CA-083,Santa Barbara County,California,60.4,127,3.8,56.6
CA-085,Santa Clara County,California,59.9,126,3,56.9
CA-087,Santa Cruz County,California,58.9,127,3.2,55.7
CA-089,Shasta County,California,56.3,120,2,54.3
CA-091,Sierra County,California,48.6,122,2.2,46.4
CA-093,Siskiyou County,California,50.1,121,2.3,47.8
CA-095,Solano County,California,61.9,121,2.2,59.7
CA-097,Sonoma County,California,58.2,124,2.1,56.1
CA-099,Stanislaus County,California,63.2,127,2.8,60.4
CA-101,Sutter County,California,64.3,124,2.5,61.8
CA-103,Tehama County,California,59.7,119,1.8,57.9
CA-105,Trinity County,California,54,124,2.5,51.6
CA-107,Tulare County,California,55.8,122,2.6,53.2
CA-109,Tuolumne County,California,51.8,123,2.1,49.6
CA-111,Ventura County,California,59.7,126,3.6,56
CA-113,Yolo County,California,63.1,124,2.2,60.9
CA-115,Yuba County,California,61.7,120,1.9,59.8
