# Title: January - December 2009 California County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,59,97,1.1,57.9
CA-003,Alpine County,California,44,93,0.8,43.3
CA-005,Amador County,California,58.2,101,1,57.2
CA-007,Butte County,California,59.9,99,1.1,58.8
CA-009,Calaveras County,California,58.5,100,0.9,57.6
CA-011,Colusa County,California,61.7,109,1.3,60.4
CA-013,Contra Costa County,California,59.9,100,1.1,58.8
CA-015,Del Norte County,California,52.4,109,1.5,50.8
CA-017,El Dorado County,California,54.2,97,0.9,53.4
CA-019,Fresno County,California,55.9,108,1.5,54.4
CA-021,Glenn County,California,60.3,97,1,59.3
CA-023,Humboldt County,California,54.1,105,1.2,53
CA-025,Imperial County,California,74.6,118,2.4,72.2
CA-027,Inyo County,California,61.1,104,1.6,59.6
CA-029,Kern County,California,62.2,108,1.7,60.5
CA-031,Kings County,California,64,106,1.5,62.5
CA-033,Lake County,California,57.2,100,0.9,56.3
CA-035,Lassen County,California,47,95,0.9,46.1
CA-037,Los Angeles County,California,62.1,113,2.2,59.9
CA-039,Madera County,California,56.5,104,1.3,55.1
CA-041,Marin County,California,55.8,99,0.9,54.8
CA-043,Mariposa County,California,55.7,103,1.2,54.5
CA-045,Mendocino County,California,55.3,95,0.5,54.8
CA-047,Merced County,California,62.6,108,1.6,61
CA-049,Modoc County,California,46.8,95,1.2,45.6
CA-051,Mono County,California,44.3,101,1.1,43.3
CA-053,Monterey County,California,58.7,108,1.5,57.2
CA-055,Napa County,California,59.4,104,1.2,58.2
CA-057,Nevada County,California,52.6,100,0.9,51.7
CA-059,Orange County,California,65,122,2.6,62.4
CA-061,Placer County,California,53.9,98,0.9,53
CA-063,Plumas County,California,47.8,100,1,46.8
CA-065,Riverside County,California,68.8,113,2,66.8
CA-067,Sacramento County,California,62,97,0.9,61.1
CA-069,San Benito County,California,59.1,111,1.7,57.4
CA-071,San Bernardino County,California,66.8,106,1.7,65.1
CA-073,San Diego County,California,63.5,116,2.3,61.2
CA-075,San Francisco County,California,56.7,95,1,55.8
CA-077,San Joaquin County,California,61.9,101,1.1,60.7
CA-079,San Luis Obispo County,California,59.7,110,1.7,58
CA-081,San Mateo County,California,56.7,105,1.3,55.4
CA-083,Santa Barbara County,California,58.5,107,1.9,56.6
CA-085,Santa Clara County,California,58.4,105,1.5,56.9
CA-087,Santa Cruz County,California,57,104,1.3,55.7
CA-089,Shasta County,California,55.4,103,1,54.3
CA-091,Sierra County,California,47.6,102,1.1,46.4
CA-093,Siskiyou County,California,49.1,101,1.3,47.8
CA-095,Solano County,California,60.9,101,1.1,59.7
CA-097,Sonoma County,California,57,101,0.9,56.1
CA-099,Stanislaus County,California,61.6,104,1.2,60.4
CA-101,Sutter County,California,63.1,105,1.3,61.8
CA-103,Tehama County,California,58.9,103,1,57.9
CA-105,Trinity County,California,52.7,103,1.2,51.6
CA-107,Tulare County,California,54.8,108,1.6,53.2
CA-109,Tuolumne County,California,50.3,91,0.7,49.6
CA-111,Ventura County,California,58,104,1.9,56
CA-113,Yolo County,California,62,102,1.1,60.9
CA-115,Yuba County,California,60.8,99,0.9,59.8
