# Title: January - December 2019 California County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,22.29,97,3.54,18.75
CA-003,Alpine County,California,47.21,109,11.07,36.14
CA-005,Amador County,California,48.65,114,13.42,35.23
CA-007,Butte County,California,60.1,117,15.69,44.41
CA-009,Calaveras County,California,48.25,119,13.98,34.27
CA-011,Colusa County,California,32.89,121,10.89,22
CA-013,Contra Costa County,California,23.29,103,4.8,18.49
CA-015,Del Norte County,California,79.65,70,-0.34,79.99
CA-017,El Dorado County,California,60.52,115,15.88,44.64
CA-019,Fresno County,California,25.12,108,5.52,19.6
CA-021,Glenn County,California,39.12,124,13.24,25.88
CA-023,Humboldt County,California,71.48,93,8.09,63.39
CA-025,Imperial County,California,3.76,88,0.38,3.38
CA-027,Inyo County,California,10,122,3.76,6.24
CA-029,Kern County,California,13.32,117,4.27,9.05
CA-031,Kings County,California,9.69,105,2.08,7.61
CA-033,Lake County,California,60.95,118,17.49,43.46
CA-035,Lassen County,California,25.57,112,5.17,20.4
CA-037,Los Angeles County,California,23.4,112,7.84,15.56
CA-039,Madera County,California,25.3,88,2.18,23.12
CA-041,Marin County,California,46.7,109,11.22,35.48
CA-043,Mariposa County,California,38.06,97,5.25,32.81
CA-045,Mendocino County,California,62.4,105,10.79,51.61
CA-047,Merced County,California,13.85,99,2.58,11.27
CA-049,Modoc County,California,21.22,109,3.15,18.07
CA-051,Mono County,California,19.12,102,3.49,15.63
CA-053,Monterey County,California,30.5,120,10.4,20.1
CA-055,Napa County,California,43.5,119,12.4,31.1
CA-057,Nevada County,California,66.92,113,16.55,50.37
CA-059,Orange County,California,21.24,117,7.69,13.55
CA-061,Placer County,California,61.82,115,16.05,45.77
CA-063,Plumas County,California,56.14,117,14.93,41.21
CA-065,Riverside County,California,12.78,116,4.29,8.49
CA-067,Sacramento County,California,25.88,118,7.19,18.69
CA-069,San Benito County,California,22.97,111,6.23,16.74
CA-071,San Bernardino County,California,10.79,119,3.93,6.86
CA-073,San Diego County,California,21.17,116,6.88,14.29
CA-075,San Francisco County,California,29.56,98,5.26,24.3
CA-077,San Joaquin County,California,17.6,103,3.55,14.05
CA-079,San Luis Obispo County,California,23.65,113,6.49,17.16
CA-081,San Mateo County,California,34.33,98,5.67,28.66
CA-083,Santa Barbara County,California,26.65,113,7.81,18.84
CA-085,Santa Clara County,California,32.17,118,9.06,23.11
CA-087,Santa Cruz County,California,46.24,117,13.19,33.05
CA-089,Shasta County,California,54.84,113,12.9,41.94
CA-091,Sierra County,California,60.82,115,15.07,45.75
CA-093,Siskiyou County,California,39.49,80,0.68,38.81
CA-095,Solano County,California,28.79,119,9,19.79
CA-097,Sonoma County,California,57.85,116,15.83,42.02
CA-099,Stanislaus County,California,17.77,109,4.12,13.65
CA-101,Sutter County,California,28.23,123,9.25,18.98
CA-103,Tehama County,California,48.44,114,11.93,36.51
CA-105,Trinity County,California,66.14,96,8.65,57.49
CA-107,Tulare County,California,29.53,112,7.69,21.84
CA-109,Tuolumne County,California,52.12,109,11.28,40.84
CA-111,Ventura County,California,31.01,115,10.6,20.41
CA-113,Yolo County,California,33.14,125,13.13,20.01
CA-115,Yuba County,California,52.15,118,14.42,37.73
