# Title: January - December 2002 California County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,18.34,68,-0.41,18.75
CA-003,Alpine County,California,29.27,29,-6.87,36.14
CA-005,Amador County,California,30.51,47,-4.72,35.23
CA-007,Butte County,California,41.14,58,-3.27,44.41
CA-009,Calaveras County,California,28.91,43,-5.36,34.27
CA-011,Colusa County,California,21.36,65,-0.64,22
CA-013,Contra Costa County,California,18.29,68,-0.2,18.49
CA-015,Del Norte County,California,71.29,49,-8.7,79.99
CA-017,El Dorado County,California,37.83,45,-6.81,44.64
CA-019,Fresno County,California,15.55,40,-4.05,19.6
CA-021,Glenn County,California,23,52,-2.88,25.88
CA-023,Humboldt County,California,66.92,80,3.53,63.39
CA-025,Imperial County,California,0.62,3,-2.76,3.38
CA-027,Inyo County,California,2.97,6,-3.27,6.24
CA-029,Kern County,California,5.86,21,-3.19,9.05
CA-031,Kings County,California,4.5,16,-3.11,7.61
CA-033,Lake County,California,44.74,73,1.28,43.46
CA-035,Lassen County,California,15.06,24,-5.34,20.4
CA-037,Los Angeles County,California,6.43,8,-9.13,15.56
CA-039,Madera County,California,18.62,41,-4.5,23.12
CA-041,Marin County,California,35.36,70,-0.12,35.48
CA-043,Mariposa County,California,26.45,41,-6.36,32.81
CA-045,Mendocino County,California,52.81,73,1.2,51.61
CA-047,Merced County,California,9.32,42,-1.95,11.27
CA-049,Modoc County,California,12.31,10,-5.76,18.07
CA-051,Mono County,California,12.33,36,-3.3,15.63
CA-053,Monterey County,California,16.86,47,-3.24,20.1
CA-055,Napa County,California,31.67,72,0.57,31.1
CA-057,Nevada County,California,46,60,-4.37,50.37
CA-059,Orange County,California,5.88,9,-7.67,13.55
CA-061,Placer County,California,40.65,54,-5.12,45.77
CA-063,Plumas County,California,37.48,54,-3.73,41.21
CA-065,Riverside County,California,2.85,2,-5.64,8.49
CA-067,Sacramento County,California,16.71,52,-1.98,18.69
CA-069,San Benito County,California,14.96,52,-1.78,16.74
CA-071,San Bernardino County,California,2.34,2,-4.52,6.86
CA-073,San Diego County,California,6,3,-8.29,14.29
CA-075,San Francisco County,California,24.91,72,0.61,24.3
CA-077,San Joaquin County,California,13.07,56,-0.98,14.05
CA-079,San Luis Obispo County,California,12.02,30,-5.14,17.16
CA-081,San Mateo County,California,27.64,67,-1.02,28.66
CA-083,Santa Barbara County,California,11.94,24,-6.9,18.84
CA-085,Santa Clara County,California,22.15,61,-0.96,23.11
CA-087,Santa Cruz County,California,32.07,64,-0.98,33.05
CA-089,Shasta County,California,39.53,60,-2.41,41.94
CA-091,Sierra County,California,40.77,55,-4.98,45.75
CA-093,Siskiyou County,California,37.79,71,-1.02,38.81
CA-095,Solano County,California,20.24,71,0.45,19.79
CA-097,Sonoma County,California,39.61,58,-2.41,42.02
CA-099,Stanislaus County,California,11.78,48,-1.87,13.65
CA-101,Sutter County,California,16.98,50,-2,18.98
CA-103,Tehama County,California,33.16,54,-3.35,36.51
CA-105,Trinity County,California,60.74,81,3.25,57.49
CA-107,Tulare County,California,16.55,38,-5.29,21.84
CA-109,Tuolumne County,California,34.16,42,-6.68,40.84
CA-111,Ventura County,California,10.73,18,-9.68,20.41
CA-113,Yolo County,California,19.7,66,-0.31,20.01
CA-115,Yuba County,California,34.57,59,-3.16,37.73
