# Title: January - December 2005 California County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,24.52,109,5.77,18.75
CA-003,Alpine County,California,47.98,114,11.84,36.14
CA-005,Amador County,California,49.07,117,13.84,35.23
CA-007,Butte County,California,57.6,111,13.19,44.41
CA-009,Calaveras County,California,47.82,117,13.55,34.27
CA-011,Colusa County,California,33.33,123,11.33,22
CA-013,Contra Costa County,California,25.25,116,6.76,18.49
CA-015,Del Norte County,California,88.08,91,8.09,79.99
CA-017,El Dorado County,California,61.99,117,17.35,44.64
CA-019,Fresno County,California,24.86,107,5.26,19.6
CA-021,Glenn County,California,37.94,121,12.06,25.88
CA-023,Humboldt County,California,75.76,105,12.37,63.39
CA-025,Imperial County,California,5.37,118,1.99,3.38
CA-027,Inyo County,California,10.63,126,4.39,6.24
CA-029,Kern County,California,13.44,119,4.39,9.05
CA-031,Kings County,California,9.25,99,1.64,7.61
CA-033,Lake County,California,62.91,122,19.45,43.46
CA-035,Lassen County,California,25.24,110,4.84,20.4
CA-037,Los Angeles County,California,26.82,122,11.26,15.56
CA-039,Madera County,California,30.06,108,6.94,23.12
CA-041,Marin County,California,47.8,113,12.32,35.48
CA-043,Mariposa County,California,44.57,116,11.76,32.81
CA-045,Mendocino County,California,70.82,120,19.21,51.61
CA-047,Merced County,California,14.31,108,3.04,11.27
CA-049,Modoc County,California,22.92,119,4.85,18.07
CA-051,Mono County,California,20.28,109,4.65,15.63
CA-053,Monterey County,California,24.62,101,4.52,20.1
CA-055,Napa County,California,43.13,117,12.03,31.1
CA-057,Nevada County,California,66.76,112,16.39,50.37
CA-059,Orange County,California,21.12,115,7.57,13.55
CA-061,Placer County,California,63.2,117,17.43,45.77
CA-063,Plumas County,California,54.63,112,13.42,41.21
CA-065,Riverside County,California,13.54,119,5.05,8.49
CA-067,Sacramento County,California,24.21,109,5.52,18.69
CA-069,San Benito County,California,21.03,104,4.29,16.74
CA-071,San Bernardino County,California,11.94,126,5.08,6.86
CA-073,San Diego County,California,17.07,99,2.78,14.29
CA-075,San Francisco County,California,33.81,120,9.51,24.3
CA-077,San Joaquin County,California,17.88,107,3.83,14.05
CA-079,San Luis Obispo County,California,19.76,96,2.6,17.16
CA-081,San Mateo County,California,37.5,112,8.84,28.66
CA-083,Santa Barbara County,California,24.54,105,5.7,18.84
CA-085,Santa Clara County,California,28.98,100,5.87,23.11
CA-087,Santa Cruz County,California,43.04,108,9.99,33.05
CA-089,Shasta County,California,53.95,111,12.01,41.94
CA-091,Sierra County,California,60.75,114,15,45.75
CA-093,Siskiyou County,California,48.59,112,9.78,38.81
CA-095,Solano County,California,28.22,118,8.43,19.79
CA-097,Sonoma County,California,55.6,110,13.58,42.02
CA-099,Stanislaus County,California,16.86,99,3.21,13.65
CA-101,Sutter County,California,24.06,105,5.08,18.98
CA-103,Tehama County,California,48.09,113,11.58,36.51
CA-105,Trinity County,California,75.8,117,18.31,57.49
CA-107,Tulare County,California,27.62,106,5.78,21.84
CA-109,Tuolumne County,California,58.1,118,17.26,40.84
CA-111,Ventura County,California,34.18,121,13.77,20.41
CA-113,Yolo County,California,28.08,117,8.07,20.01
CA-115,Yuba County,California,48.5,109,10.77,37.73
