# Title: January - December 2021 California County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,60.4,125,2.5,57.9
CA-003,Alpine County,California,46.4,128,3.1,43.3
CA-005,Amador County,California,60,126,2.8,57.2
CA-007,Butte County,California,61.9,125,3.1,58.8
CA-009,Calaveras County,California,60.5,127,2.9,57.6
CA-011,Colusa County,California,63.2,126,2.8,60.4
CA-013,Contra Costa County,California,61.3,124,2.5,58.8
CA-015,Del Norte County,California,53.3,125,2.5,50.8
CA-017,El Dorado County,California,56.1,126,2.7,53.4
CA-019,Fresno County,California,57.7,128,3.3,54.4
CA-021,Glenn County,California,62.3,127,3,59.3
CA-023,Humboldt County,California,54.7,117,1.7,53
CA-025,Imperial County,California,75.7,126,3.5,72.2
CA-027,Inyo County,California,63,129,3.4,59.6
CA-029,Kern County,California,63.7,126,3.2,60.5
CA-031,Kings County,California,65.3,124,2.8,62.5
CA-033,Lake County,California,59.1,127,2.8,56.3
CA-035,Lassen County,California,49.1,127,2.9,46.1
CA-037,Los Angeles County,California,63.3,124,3.4,59.9
CA-039,Madera County,California,58,127,2.9,55.1
CA-041,Marin County,California,56.6,116,1.8,54.8
CA-043,Mariposa County,California,57.2,126,2.7,54.5
CA-045,Mendocino County,California,56.8,125,1.9,54.8
CA-047,Merced County,California,63.4,125,2.4,61
CA-049,Modoc County,California,49.3,128,3.7,45.6
CA-051,Mono County,California,46.4,128,3.1,43.3
CA-053,Monterey County,California,59.6,121,2.4,57.2
CA-055,Napa County,California,60.6,124,2.4,58.2
CA-057,Nevada County,California,54.4,126,2.6,51.7
CA-059,Orange County,California,64.8,118,2.4,62.4
CA-061,Placer County,California,55.8,126,2.7,53
CA-063,Plumas County,California,49.4,127,2.6,46.8
CA-065,Riverside County,California,70.1,125,3.3,66.8
CA-067,Sacramento County,California,63.4,123,2.3,61.1
CA-069,San Benito County,California,60.3,124,2.9,57.4
CA-071,San Bernardino County,California,68.5,128,3.4,65.1
CA-073,San Diego County,California,64.2,123,2.9,61.2
CA-075,San Francisco County,California,57.2,110,1.4,55.8
CA-077,San Joaquin County,California,63.7,126,2.9,60.7
CA-079,San Luis Obispo County,California,60.9,123,3,58
CA-081,San Mateo County,California,57.4,117,2,55.4
CA-083,Santa Barbara County,California,59.6,121,3,56.6
CA-085,Santa Clara County,California,59.4,121,2.5,56.9
CA-087,Santa Cruz County,California,58.1,120,2.5,55.7
CA-089,Shasta County,California,57.2,127,2.9,54.3
CA-091,Sierra County,California,49.2,126,2.8,46.4
CA-093,Siskiyou County,California,50.9,128,3.1,47.8
CA-095,Solano County,California,62,123,2.2,59.7
CA-097,Sonoma County,California,57.9,119,1.8,56.1
CA-099,Stanislaus County,California,63,125,2.6,60.4
CA-101,Sutter County,California,64.4,125,2.5,61.8
CA-103,Tehama County,California,60.5,126,2.6,57.9
CA-105,Trinity County,California,54.3,126,2.8,51.6
CA-107,Tulare County,California,56.3,128,3,53.2
CA-109,Tuolumne County,California,52.4,126,2.7,49.6
CA-111,Ventura County,California,59.2,122,3.2,56
CA-113,Yolo County,California,63.3,126,2.4,60.9
CA-115,Yuba County,California,62.6,126,2.8,59.8
