# Title: January - December 2017 California County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,24.97,112,6.22,18.75
CA-003,Alpine County,California,64.24,129,28.1,36.14
CA-005,Amador County,California,55.94,126,20.71,35.23
CA-007,Butte County,California,56.41,109,12,44.41
CA-009,Calaveras County,California,51.55,124,17.28,34.27
CA-011,Colusa County,California,27.44,102,5.44,22
CA-013,Contra Costa County,California,26.84,120,8.35,18.49
CA-015,Del Norte County,California,92.56,99,12.57,79.99
CA-017,El Dorado County,California,73.52,127,28.88,44.64
CA-019,Fresno County,California,27.16,116,7.56,19.6
CA-021,Glenn County,California,28.56,84,2.68,25.88
CA-023,Humboldt County,California,76.72,106,13.33,63.39
CA-025,Imperial County,California,2.82,58,-0.56,3.38
CA-027,Inyo County,California,7.68,101,1.44,6.24
CA-029,Kern County,California,9.68,83,0.63,9.05
CA-031,Kings County,California,8.21,87,0.6,7.61
CA-033,Lake County,California,56.99,111,13.53,43.46
CA-035,Lassen County,California,28.47,119,8.07,20.4
CA-037,Los Angeles County,California,13.69,68,-1.87,15.56
CA-039,Madera County,California,29.76,107,6.64,23.12
CA-041,Marin County,California,45.85,107,10.37,35.48
CA-043,Mariposa County,California,41.99,106,9.18,32.81
CA-045,Mendocino County,California,61.04,100,9.43,51.61
CA-047,Merced County,California,13.02,91,1.75,11.27
CA-049,Modoc County,California,21.12,106,3.05,18.07
CA-051,Mono County,California,26.45,128,10.82,15.63
CA-053,Monterey County,California,25.02,104,4.92,20.1
CA-055,Napa County,California,43.3,118,12.2,31.1
CA-057,Nevada County,California,82.59,128,32.22,50.37
CA-059,Orange County,California,13.2,74,-0.35,13.55
CA-061,Placer County,California,75.84,128,30.07,45.77
CA-063,Plumas County,California,68.34,126,27.13,41.21
CA-065,Riverside County,California,7.94,72,-0.55,8.49
CA-067,Sacramento County,California,27.87,123,9.18,18.69
CA-069,San Benito County,California,18.11,86,1.37,16.74
CA-071,San Bernardino County,California,5.56,48,-1.3,6.86
CA-073,San Diego County,California,12.79,71,-1.5,14.29
CA-075,San Francisco County,California,31.59,109,7.29,24.3
CA-077,San Joaquin County,California,19.08,118,5.03,14.05
CA-079,San Luis Obispo County,California,20.89,100,3.73,17.16
CA-081,San Mateo County,California,36.79,110,8.13,28.66
CA-083,Santa Barbara County,California,20.52,88,1.68,18.84
CA-085,Santa Clara County,California,31.53,114,8.42,23.11
CA-087,Santa Cruz County,California,47.63,120,14.58,33.05
CA-089,Shasta County,California,52.95,110,11.01,41.94
CA-091,Sierra County,California,80.2,129,34.45,45.75
CA-093,Siskiyou County,California,43.62,93,4.81,38.81
CA-095,Solano County,California,30.57,120,10.78,19.79
CA-097,Sonoma County,California,52.76,105,10.74,42.02
CA-099,Stanislaus County,California,16.82,98,3.17,13.65
CA-101,Sutter County,California,25.41,115,6.43,18.98
CA-103,Tehama County,California,40.84,90,4.33,36.51
CA-105,Trinity County,California,67.76,100,10.27,57.49
CA-107,Tulare County,California,27.33,103,5.49,21.84
CA-109,Tuolumne County,California,64.58,126,23.74,40.84
CA-111,Ventura County,California,20.91,77,0.5,20.41
CA-113,Yolo County,California,30.74,121,10.73,20.01
CA-115,Yuba County,California,55.01,121,17.28,37.73
