# Title: January - December 2015 California County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,10.39,9,-8.36,18.75
CA-003,Alpine County,California,30.36,41,-5.78,36.14
CA-005,Amador County,California,26.66,32,-8.57,35.23
CA-007,Butte County,California,20.74,4,-23.67,44.41
CA-009,Calaveras County,California,25.26,28,-9.01,34.27
CA-011,Colusa County,California,11.92,11,-10.08,22
CA-013,Contra Costa County,California,9.28,6,-9.21,18.49
CA-015,Del Norte County,California,69.35,43,-10.64,79.99
CA-017,El Dorado County,California,32.49,26,-12.15,44.64
CA-019,Fresno County,California,12.23,14,-7.37,19.6
CA-021,Glenn County,California,12.36,6,-13.52,25.88
CA-023,Humboldt County,California,50.55,29,-12.84,63.39
CA-025,Imperial County,California,2.21,35,-1.17,3.38
CA-027,Inyo County,California,5.17,54,-1.07,6.24
CA-029,Kern County,California,5.56,19,-3.49,9.05
CA-031,Kings County,California,4.58,19,-3.03,7.61
CA-033,Lake County,California,25.36,14,-18.1,43.46
CA-035,Lassen County,California,17.23,44,-3.17,20.4
CA-037,Los Angeles County,California,7.11,11,-8.45,15.56
CA-039,Madera County,California,14.42,15,-8.7,23.12
CA-041,Marin County,California,15.93,5,-19.55,35.48
CA-043,Mariposa County,California,20,13,-12.81,32.81
CA-045,Mendocino County,California,35.42,21,-16.19,51.61
CA-047,Merced County,California,6.98,14,-4.29,11.27
CA-049,Modoc County,California,16.85,56,-1.22,18.07
CA-051,Mono County,California,14.08,54,-1.55,15.63
CA-053,Monterey County,California,11.24,13,-8.86,20.1
CA-055,Napa County,California,13.88,5,-17.22,31.1
CA-057,Nevada County,California,32.08,13,-18.29,50.37
CA-059,Orange County,California,5.91,10,-7.64,13.55
CA-061,Placer County,California,31,17,-14.77,45.77
CA-063,Plumas County,California,26.23,15,-14.98,41.21
CA-065,Riverside County,California,5.43,32,-3.06,8.49
CA-067,Sacramento County,California,9.56,6,-9.13,18.69
CA-069,San Benito County,California,10.12,15,-6.62,16.74
CA-071,San Bernardino County,California,5.54,46,-1.32,6.86
CA-073,San Diego County,California,9.08,23,-5.21,14.29
CA-075,San Francisco County,California,11.15,4,-13.15,24.3
CA-077,San Joaquin County,California,7.69,7,-6.36,14.05
CA-079,San Luis Obispo County,California,6.65,6,-10.51,17.16
CA-081,San Mateo County,California,14.07,7,-14.59,28.66
CA-083,Santa Barbara County,California,5.05,3,-13.79,18.84
CA-085,Santa Clara County,California,13.73,13,-9.38,23.11
CA-087,Santa Cruz County,California,17.02,8,-16.03,33.05
CA-089,Shasta County,California,27.65,16,-14.29,41.94
CA-091,Sierra County,California,31.09,16,-14.66,45.75
CA-093,Siskiyou County,California,32.34,36,-6.47,38.81
CA-095,Solano County,California,8.74,5,-11.05,19.79
CA-097,Sonoma County,California,21.43,7,-20.59,42.02
CA-099,Stanislaus County,California,8.63,16,-5.02,13.65
CA-101,Sutter County,California,8.87,6,-10.11,18.98
CA-103,Tehama County,California,19.56,7,-16.95,36.51
CA-105,Trinity County,California,43.21,28,-14.28,57.49
CA-107,Tulare County,California,15.27,24,-6.57,21.84
CA-109,Tuolumne County,California,30.01,28,-10.83,40.84
CA-111,Ventura County,California,6.82,3,-13.59,20.41
CA-113,Yolo County,California,9.19,5,-10.82,20.01
CA-115,Yuba County,California,19.52,4,-18.21,37.73
