# Title: January - December 2015 California County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,61.1,127,3.2,57.9
CA-003,Alpine County,California,46.4,127,3.1,43.3
CA-005,Amador County,California,60.4,129,3.1,57.2
CA-007,Butte County,California,62,127,3.2,58.8
CA-009,Calaveras County,California,60.7,128,3,57.6
CA-011,Colusa County,California,63.9,129,3.5,60.4
CA-013,Contra Costa County,California,62,127,3.2,58.8
CA-015,Del Norte County,California,54.7,129,3.9,50.8
CA-017,El Dorado County,California,56.3,128,3,53.4
CA-019,Fresno County,California,57.6,127,3.2,54.4
CA-021,Glenn County,California,62.6,129,3.3,59.3
CA-023,Humboldt County,California,56.5,129,3.5,53
CA-025,Imperial County,California,75.9,127,3.7,72.2
CA-027,Inyo County,California,62.4,123,2.8,59.6
CA-029,Kern County,California,63.8,128,3.3,60.5
CA-031,Kings County,California,65.7,127,3.2,62.5
CA-033,Lake County,California,59.9,129,3.6,56.3
CA-035,Lassen County,California,49.7,129,3.6,46.1
CA-037,Los Angeles County,California,64.1,129,4.2,59.9
CA-039,Madera County,California,58.4,128,3.2,55.1
CA-041,Marin County,California,58.3,128,3.5,54.8
CA-043,Mariposa County,California,57.5,128,3,54.5
CA-045,Mendocino County,California,58,129,3.1,54.8
CA-047,Merced County,California,64,128,3,61
CA-049,Modoc County,California,49.8,130,4.2,45.6
CA-051,Mono County,California,46.4,128,3.2,43.3
CA-053,Monterey County,California,60.8,129,3.6,57.2
CA-055,Napa County,California,61.6,128,3.4,58.2
CA-057,Nevada County,California,54.8,129,3.1,51.7
CA-059,Orange County,California,67,130,4.7,62.4
CA-061,Placer County,California,56,129,3,53
CA-063,Plumas County,California,50,129,3.2,46.8
CA-065,Riverside County,California,70,122,3.2,66.8
CA-067,Sacramento County,California,64.1,127,3,61.1
CA-069,San Benito County,California,61.1,129,3.6,57.4
CA-071,San Bernardino County,California,68.1,124,3.1,65.1
CA-073,San Diego County,California,64.9,128,3.7,61.2
CA-075,San Francisco County,California,59.4,129,3.6,55.8
CA-077,San Joaquin County,California,63.9,127,3.1,60.7
CA-079,San Luis Obispo County,California,61.4,128,3.5,58
CA-081,San Mateo County,California,59.2,129,3.8,55.4
CA-083,Santa Barbara County,California,61.2,129,4.6,56.6
CA-085,Santa Clara County,California,60.4,128,3.5,56.9
CA-087,Santa Cruz County,California,60.1,129,4.4,55.7
CA-089,Shasta County,California,58,130,3.7,54.3
CA-091,Sierra County,California,49.7,128,3.3,46.4
CA-093,Siskiyou County,California,51.9,130,4.1,47.8
CA-095,Solano County,California,62.8,128,3.1,59.7
CA-097,Sonoma County,California,59.4,129,3.3,56.1
CA-099,Stanislaus County,California,63.1,126,2.7,60.4
CA-101,Sutter County,California,65,128,3.1,61.8
CA-103,Tehama County,California,61.3,129,3.4,57.9
CA-105,Trinity County,California,55.6,130,4,51.6
CA-107,Tulare County,California,56.2,128,3,53.2
CA-109,Tuolumne County,California,52.5,129,2.8,49.6
CA-111,Ventura County,California,60.7,129,4.7,56
CA-113,Yolo County,California,63.9,129,3,60.9
CA-115,Yuba County,California,63,129,3.1,59.8
