# Title: January - December 2023 California County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,59.1,101,1.2,57.9
CA-003,Alpine County,California,43.7,81,0.4,43.3
CA-005,Amador County,California,57.6,78,0.4,57.2
CA-007,Butte County,California,60,104,1.2,58.8
CA-009,Calaveras County,California,57.9,72,0.3,57.6
CA-011,Colusa County,California,61.5,100,1.2,60.4
CA-013,Contra Costa County,California,59.7,88,0.8,58.8
CA-015,Del Norte County,California,52.1,102,1.3,50.8
CA-017,El Dorado County,California,53.5,70,0.1,53.4
CA-019,Fresno County,California,55.4,93,1,54.4
CA-021,Glenn County,California,60.5,107,1.2,59.3
CA-023,Humboldt County,California,54.3,110,1.3,53
CA-025,Imperial County,California,74.1,109,1.9,72.2
CA-027,Inyo County,California,59.8,68,0.2,59.6
CA-029,Kern County,California,61.1,82,0.6,60.5
CA-031,Kings County,California,64.3,112,1.8,62.5
CA-033,Lake County,California,56.7,81,0.4,56.3
CA-035,Lassen County,California,46.6,77,0.4,46.1
CA-037,Los Angeles County,California,60.7,82,0.9,59.9
CA-039,Madera County,California,56.2,93,1,55.1
CA-041,Marin County,California,56.2,108,1.4,54.8
CA-043,Mariposa County,California,55,84,0.5,54.5
CA-045,Mendocino County,California,55.6,100,0.7,54.8
CA-047,Merced County,California,62,95,1,61
CA-049,Modoc County,California,47.1,106,1.5,45.6
CA-051,Mono County,California,43.1,47,-0.2,43.3
CA-053,Monterey County,California,58.2,95,1,57.2
CA-055,Napa County,California,59.1,96,0.9,58.2
CA-057,Nevada County,California,51.7,51,-0,51.7
CA-059,Orange County,California,63.4,91,1.1,62.4
CA-061,Placer County,California,53.1,59,0.1,53
CA-063,Plumas County,California,47,74,0.2,46.8
CA-065,Riverside County,California,68.1,99,1.3,66.8
CA-067,Sacramento County,California,62.2,103,1.1,61.1
CA-069,San Benito County,California,58.3,90,0.9,57.4
CA-071,San Bernardino County,California,65.8,86,0.7,65.1
CA-073,San Diego County,California,62.1,85,0.8,61.2
CA-075,San Francisco County,California,56.8,98,1,55.8
CA-077,San Joaquin County,California,62.2,112,1.5,60.7
CA-079,San Luis Obispo County,California,59.1,96,1.1,58
CA-081,San Mateo County,California,56.9,108,1.5,55.4
CA-083,Santa Barbara County,California,58.1,98,1.5,56.6
CA-085,Santa Clara County,California,58,96,1.2,56.9
CA-087,Santa Cruz County,California,57.5,112,1.9,55.7
CA-089,Shasta County,California,55.3,101,1,54.3
CA-091,Sierra County,California,46.6,65,0.2,46.4
CA-093,Siskiyou County,California,49.3,106,1.5,47.8
CA-095,Solano County,California,60.7,96,1,59.7
CA-097,Sonoma County,California,56.9,94,0.8,56.1
CA-099,Stanislaus County,California,61.4,97,1.1,60.4
CA-101,Sutter County,California,63.2,107,1.3,61.8
CA-103,Tehama County,California,58.5,93,0.6,57.9
CA-105,Trinity County,California,52.9,105,1.3,51.6
CA-107,Tulare County,California,54,89,0.8,53.2
CA-109,Tuolumne County,California,49.6,58,-0,49.6
CA-111,Ventura County,California,57.3,92,1.3,56
CA-113,Yolo County,California,61.6,90,0.7,60.9
CA-115,Yuba County,California,60.6,91,0.8,59.8
