# Title: January - December 2012 California County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,20.78,85,2.03,18.75
CA-003,Alpine County,California,35.65,75,-0.49,36.14
CA-005,Amador County,California,40.6,89,5.37,35.23
CA-007,Butte County,California,53.46,102,9.05,44.41
CA-009,Calaveras County,California,37.79,84,3.52,34.27
CA-011,Colusa County,California,29.95,113,7.95,22
CA-013,Contra Costa County,California,23.25,102,4.76,18.49
CA-015,Del Norte County,California,102.62,117,22.63,79.99
CA-017,El Dorado County,California,52.88,99,8.24,44.64
CA-019,Fresno County,California,16.34,46,-3.26,19.6
CA-021,Glenn County,California,28.93,86,3.05,25.88
CA-023,Humboldt County,California,74.5,100,11.11,63.39
CA-025,Imperial County,California,2.48,45,-0.9,3.38
CA-027,Inyo County,California,4.06,28,-2.18,6.24
CA-029,Kern County,California,5.81,20,-3.24,9.05
CA-031,Kings County,California,5.6,39,-2.01,7.61
CA-033,Lake County,California,53.91,100,10.45,43.46
CA-035,Lassen County,California,21.64,80,1.24,20.4
CA-037,Los Angeles County,California,9.31,26,-6.25,15.56
CA-039,Madera County,California,20.75,60,-2.37,23.12
CA-041,Marin County,California,44.26,103,8.78,35.48
CA-043,Mariposa County,California,29.99,60,-2.82,32.81
CA-045,Mendocino County,California,59.58,94,7.97,51.61
CA-047,Merced County,California,10.16,60,-1.11,11.27
CA-049,Modoc County,California,17.61,64,-0.46,18.07
CA-051,Mono County,California,14.18,58,-1.45,15.63
CA-053,Monterey County,California,19.94,71,-0.16,20.1
CA-055,Napa County,California,39.43,105,8.33,31.1
CA-057,Nevada County,California,62.85,109,12.48,50.37
CA-059,Orange County,California,8.62,30,-4.93,13.55
CA-061,Placer County,California,54.97,101,9.2,45.77
CA-063,Plumas County,California,52.28,107,11.07,41.21
CA-065,Riverside County,California,6.21,41,-2.28,8.49
CA-067,Sacramento County,California,22.58,100,3.89,18.69
CA-069,San Benito County,California,16.7,69,-0.04,16.74
CA-071,San Bernardino County,California,5.06,40,-1.8,6.86
CA-073,San Diego County,California,9.8,31,-4.49,14.29
CA-075,San Francisco County,California,30.87,102,6.57,24.3
CA-077,San Joaquin County,California,15.68,86,1.63,14.05
CA-079,San Luis Obispo County,California,13.9,49,-3.26,17.16
CA-081,San Mateo County,California,33.17,90,4.51,28.66
CA-083,Santa Barbara County,California,12.51,29,-6.33,18.84
CA-085,Santa Clara County,California,25.16,85,2.05,23.11
CA-087,Santa Cruz County,California,36.02,83,2.97,33.05
CA-089,Shasta County,California,50.76,104,8.82,41.94
CA-091,Sierra County,California,54.97,100,9.22,45.75
CA-093,Siskiyou County,California,45.16,102,6.35,38.81
CA-095,Solano County,California,24.88,104,5.09,19.79
CA-097,Sonoma County,California,51.03,100,9.01,42.02
CA-099,Stanislaus County,California,14.2,77,0.55,13.65
CA-101,Sutter County,California,22.78,99,3.8,18.98
CA-103,Tehama County,California,43.09,100,6.58,36.51
CA-105,Trinity County,California,69,102,11.51,57.49
CA-107,Tulare County,California,18.29,48,-3.55,21.84
CA-109,Tuolumne County,California,42.11,78,1.27,40.84
CA-111,Ventura County,California,12.34,29,-8.07,20.41
CA-113,Yolo County,California,25.72,104,5.71,20.01
CA-115,Yuba County,California,48.71,110,10.98,37.73
