# Title: January - December 2021 California County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,17.96,64,-0.79,18.75
CA-003,Alpine County,California,37.65,83,1.51,36.14
CA-005,Amador County,California,34.53,68,-0.7,35.23
CA-007,Butte County,California,35.78,41,-8.63,44.41
CA-009,Calaveras County,California,33.65,71,-0.62,34.27
CA-011,Colusa County,California,18.55,41,-3.45,22
CA-013,Contra Costa County,California,16.96,60,-1.53,18.49
CA-015,Del Norte County,California,75.66,61,-4.33,79.99
CA-017,El Dorado County,California,42.1,62,-2.54,44.64
CA-019,Fresno County,California,16.83,52,-2.77,19.6
CA-021,Glenn County,California,19.76,36,-6.12,25.88
CA-023,Humboldt County,California,52.42,37,-10.97,63.39
CA-025,Imperial County,California,2.49,46,-0.89,3.38
CA-027,Inyo County,California,4.61,42,-1.63,6.24
CA-029,Kern County,California,6.81,40,-2.24,9.05
CA-031,Kings County,California,7.31,65,-0.3,7.61
CA-033,Lake County,California,36.57,46,-6.89,43.46
CA-035,Lassen County,California,18.29,52,-2.11,20.4
CA-037,Los Angeles County,California,11.79,46,-3.77,15.56
CA-039,Madera County,California,19.05,44,-4.07,23.12
CA-041,Marin County,California,30.24,44,-5.24,35.48
CA-043,Mariposa County,California,26.48,42,-6.33,32.81
CA-045,Mendocino County,California,43.42,37,-8.19,51.61
CA-047,Merced County,California,10.5,63,-0.77,11.27
CA-049,Modoc County,California,14.45,28,-3.62,18.07
CA-051,Mono County,California,16.04,82,0.41,15.63
CA-053,Monterey County,California,20.8,76,0.7,20.1
CA-055,Napa County,California,27.17,51,-3.93,31.1
CA-057,Nevada County,California,48.46,67,-1.91,50.37
CA-059,Orange County,California,9.41,39,-4.14,13.55
CA-061,Placer County,California,44.34,67,-1.43,45.77
CA-063,Plumas County,California,38.29,58,-2.92,41.21
CA-065,Riverside County,California,5.39,30,-3.1,8.49
CA-067,Sacramento County,California,17.58,59,-1.11,18.69
CA-069,San Benito County,California,16.07,67,-0.67,16.74
CA-071,San Bernardino County,California,4.3,28,-2.56,6.86
CA-073,San Diego County,California,11.35,48,-2.94,14.29
CA-075,San Francisco County,California,24.66,70,0.36,24.3
CA-077,San Joaquin County,California,14.22,70,0.17,14.05
CA-079,San Luis Obispo County,California,16.81,69,-0.35,17.16
CA-081,San Mateo County,California,26.07,56,-2.59,28.66
CA-083,Santa Barbara County,California,16.54,60,-2.3,18.84
CA-085,Santa Clara County,California,22.81,65,-0.3,23.11
CA-087,Santa Cruz County,California,33.92,76,0.87,33.05
CA-089,Shasta County,California,33.31,31,-8.63,41.94
CA-091,Sierra County,California,44.67,70,-1.08,45.75
CA-093,Siskiyou County,California,29.23,24,-9.58,38.81
CA-095,Solano County,California,18.48,62,-1.31,19.79
CA-097,Sonoma County,California,35.2,41,-6.82,42.02
CA-099,Stanislaus County,California,14.2,77,0.55,13.65
CA-101,Sutter County,California,16.08,42,-2.9,18.98
CA-103,Tehama County,California,30.03,39,-6.48,36.51
CA-105,Trinity County,California,44.81,33,-12.68,57.49
CA-107,Tulare County,California,18.46,49,-3.38,21.84
CA-109,Tuolumne County,California,37.6,59,-3.24,40.84
CA-111,Ventura County,California,16.93,59,-3.48,20.41
CA-113,Yolo County,California,18.91,62,-1.1,20.01
CA-115,Yuba County,California,32.71,48,-5.02,37.73
