# Title: January - December 2013 California County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,59.5,110,1.6,57.9
CA-003,Alpine County,California,44.6,108,1.3,43.3
CA-005,Amador County,California,59.1,119,1.9,57.2
CA-007,Butte County,California,60.4,117,1.7,58.8
CA-009,Calaveras County,California,59.3,119,1.7,57.6
CA-011,Colusa County,California,62.1,119,1.7,60.4
CA-013,Contra Costa County,California,60.7,118,1.9,58.8
CA-015,Del Norte County,California,52.9,118,2,50.8
CA-017,El Dorado County,California,55,117,1.6,53.4
CA-019,Fresno County,California,56.8,121,2.4,54.4
CA-021,Glenn County,California,61,120,1.7,59.3
CA-023,Humboldt County,California,54.2,105,1.2,53
CA-025,Imperial County,California,74.4,116,2.2,72.2
CA-027,Inyo County,California,61.8,116,2.2,59.6
CA-029,Kern County,California,62.9,118,2.4,60.5
CA-031,Kings County,California,64.5,118,2,62.5
CA-033,Lake County,California,58.2,121,1.9,56.3
CA-035,Lassen County,California,47.3,102,1.1,46.1
CA-037,Los Angeles County,California,62.8,121,2.9,59.9
CA-039,Madera County,California,57.2,118,2,55.1
CA-041,Marin County,California,56.3,110,1.4,54.8
CA-043,Mariposa County,California,56.3,118,1.8,54.5
CA-045,Mendocino County,California,56,114,1.1,54.8
CA-047,Merced County,California,63,116,2,61
CA-049,Modoc County,California,46.8,95,1.2,45.6
CA-051,Mono County,California,45.3,116,2,43.3
CA-053,Monterey County,California,59.1,116,1.9,57.2
CA-055,Napa County,California,60.1,118,1.9,58.2
CA-057,Nevada County,California,53.2,114,1.5,51.7
CA-059,Orange County,California,64.3,110,1.9,62.4
CA-061,Placer County,California,54.6,117,1.6,53
CA-063,Plumas County,California,47.9,102,1.1,46.8
CA-065,Riverside County,California,68.9,114,2.1,66.8
CA-067,Sacramento County,California,62.7,117,1.6,61.1
CA-069,San Benito County,California,59.7,118,2.3,57.4
CA-071,San Bernardino County,California,67,113,1.9,65.1
CA-073,San Diego County,California,63.4,114,2.2,61.2
CA-075,San Francisco County,California,57.1,107,1.3,55.8
CA-077,San Joaquin County,California,62.2,112,1.4,60.7
CA-079,San Luis Obispo County,California,60.6,121,2.7,58
CA-081,San Mateo County,California,57.2,113,1.8,55.4
CA-083,Santa Barbara County,California,59,117,2.3,56.6
CA-085,Santa Clara County,California,58.9,117,2,56.9
CA-087,Santa Cruz County,California,58,118,2.3,55.7
CA-089,Shasta County,California,56.2,117,1.9,54.3
CA-091,Sierra County,California,47.8,107,1.4,46.4
CA-093,Siskiyou County,California,49.8,116,2,47.8
CA-095,Solano County,California,61.5,114,1.8,59.7
CA-097,Sonoma County,California,57.5,110,1.4,56.1
CA-099,Stanislaus County,California,61.9,111,1.6,60.4
CA-101,Sutter County,California,63.5,117,1.7,61.8
CA-103,Tehama County,California,60,121,2,57.9
CA-105,Trinity County,California,53.4,118,1.8,51.6
CA-107,Tulare County,California,55.6,121,2.3,53.2
CA-109,Tuolumne County,California,51,114,1.3,49.6
CA-111,Ventura County,California,59.4,123,3.3,56
CA-113,Yolo County,California,62.5,117,1.6,60.9
CA-115,Yuba County,California,61.5,117,1.7,59.8
