# Title: January - December 2016 California County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,22.55,99,3.8,18.75
CA-003,Alpine County,California,39.63,90,3.49,36.14
CA-005,Amador County,California,41.01,92,5.78,35.23
CA-007,Butte County,California,55.96,107,11.55,44.41
CA-009,Calaveras County,California,40.49,93,6.22,34.27
CA-011,Colusa County,California,25.49,88,3.49,22
CA-013,Contra Costa County,California,22.55,95,4.06,18.49
CA-015,Del Norte County,California,97.59,110,17.6,79.99
CA-017,El Dorado County,California,53.14,100,8.5,44.64
CA-019,Fresno County,California,19.6,71,0,19.6
CA-021,Glenn County,California,29.61,91,3.73,25.88
CA-023,Humboldt County,California,79.86,110,16.47,63.39
CA-025,Imperial County,California,3.06,68,-0.32,3.38
CA-027,Inyo County,California,4.91,50,-1.33,6.24
CA-029,Kern County,California,9.21,78,0.16,9.05
CA-031,Kings County,California,7.61,73,0,7.61
CA-033,Lake County,California,55.34,105,11.88,43.46
CA-035,Lassen County,California,23.63,104,3.23,20.4
CA-037,Los Angeles County,California,12.59,55,-2.97,15.56
CA-039,Madera County,California,24.08,79,0.96,23.12
CA-041,Marin County,California,40.81,90,5.33,35.48
CA-043,Mariposa County,California,34.7,81,1.89,32.81
CA-045,Mendocino County,California,65.92,111,14.31,51.61
CA-047,Merced County,California,14.46,109,3.19,11.27
CA-049,Modoc County,California,19.17,87,1.1,18.07
CA-051,Mono County,California,15.22,77,-0.41,15.63
CA-053,Monterey County,California,20.86,77,0.76,20.1
CA-055,Napa County,California,36.01,91,4.91,31.1
CA-057,Nevada County,California,65.78,111,15.41,50.37
CA-059,Orange County,California,10.92,55,-2.63,13.55
CA-061,Placer County,California,57.28,107,11.51,45.77
CA-063,Plumas County,California,52.75,108,11.54,41.21
CA-065,Riverside County,California,8.04,73,-0.45,8.49
CA-067,Sacramento County,California,22.67,101,3.98,18.69
CA-069,San Benito County,California,17.65,83,0.91,16.74
CA-071,San Bernardino County,California,6.6,76,-0.26,6.86
CA-073,San Diego County,California,13.17,73,-1.12,14.29
CA-075,San Francisco County,California,28.85,94,4.55,24.3
CA-077,San Joaquin County,California,18.33,111,4.28,14.05
CA-079,San Luis Obispo County,California,16.06,66,-1.1,17.16
CA-081,San Mateo County,California,33.08,89,4.42,28.66
CA-083,Santa Barbara County,California,15.99,56,-2.85,18.84
CA-085,Santa Clara County,California,29.64,104,6.53,23.11
CA-087,Santa Cruz County,California,40.44,101,7.39,33.05
CA-089,Shasta County,California,57.21,117,15.27,41.94
CA-091,Sierra County,California,60.57,111,14.82,45.75
CA-093,Siskiyou County,California,48.93,114,10.12,38.81
CA-095,Solano County,California,22.86,89,3.07,19.79
CA-097,Sonoma County,California,49.56,96,7.54,42.02
CA-099,Stanislaus County,California,18.04,110,4.39,13.65
CA-101,Sutter County,California,21.39,93,2.41,18.98
CA-103,Tehama County,California,47.99,112,11.48,36.51
CA-105,Trinity County,California,74.92,115,17.43,57.49
CA-107,Tulare County,California,19.73,60,-2.11,21.84
CA-109,Tuolumne County,California,45.14,87,4.3,40.84
CA-111,Ventura County,California,16.14,51,-4.27,20.41
CA-113,Yolo County,California,22.92,91,2.91,20.01
CA-115,Yuba County,California,46.73,105,9,37.73
