# Title: January - December 2002 California County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,California,59,97,1.1,57.9
CA-003,Alpine County,California,44,93,0.7,43.3
CA-005,Amador County,California,57.9,89,0.7,57.2
CA-007,Butte County,California,60,99,1.2,58.8
CA-009,Calaveras County,California,58.3,93,0.7,57.6
CA-011,Colusa County,California,61.6,105,1.2,60.4
CA-013,Contra Costa County,California,59.9,100,1.1,58.8
CA-015,Del Norte County,California,52.6,112,1.7,50.8
CA-017,El Dorado County,California,54.2,97,0.8,53.4
CA-019,Fresno County,California,55.9,108,1.5,54.4
CA-021,Glenn County,California,60.5,107,1.2,59.3
CA-023,Humboldt County,California,54.4,112,1.5,53
CA-025,Imperial County,California,73.7,101,1.5,72.2
CA-027,Inyo County,California,61.5,113,1.9,59.6
CA-029,Kern County,California,62.2,108,1.7,60.5
CA-031,Kings County,California,64,106,1.5,62.5
CA-033,Lake County,California,57.5,108,1.2,56.3
CA-035,Lassen County,California,47.7,110,1.5,46.1
CA-037,Los Angeles County,California,61.5,102,1.6,59.9
CA-039,Madera County,California,56.5,104,1.3,55.1
CA-041,Marin County,California,55.9,99,1,54.8
CA-043,Mariposa County,California,55.7,103,1.2,54.5
CA-045,Mendocino County,California,55.6,100,0.8,54.8
CA-047,Merced County,California,62.2,99,1.2,61
CA-049,Modoc County,California,47.3,109,1.7,45.6
CA-051,Mono County,California,44.5,105,1.3,43.3
CA-053,Monterey County,California,58.4,98,1.2,57.2
CA-055,Napa County,California,59.5,105,1.3,58.2
CA-057,Nevada County,California,52.6,100,0.8,51.7
CA-059,Orange County,California,63.3,89,0.9,62.4
CA-061,Placer County,California,54,101,0.9,53
CA-063,Plumas County,California,48.2,107,1.4,46.8
CA-065,Riverside County,California,68.3,104,1.5,66.8
CA-067,Sacramento County,California,62,97,0.9,61.1
CA-069,San Benito County,California,59,107,1.6,57.4
CA-071,San Bernardino County,California,67,109,1.9,65.1
CA-073,San Diego County,California,62.5,97,1.2,61.2
CA-075,San Francisco County,California,56.7,95,0.9,55.8
CA-077,San Joaquin County,California,61.7,95,0.9,60.7
CA-079,San Luis Obispo County,California,59,94,1,58
CA-081,San Mateo County,California,56.6,101,1.2,55.4
CA-083,Santa Barbara County,California,57.9,94,1.2,56.6
CA-085,Santa Clara County,California,58.2,101,1.3,56.9
CA-087,Santa Cruz County,California,56.6,91,0.9,55.7
CA-089,Shasta County,California,55.9,113,1.6,54.3
CA-091,Sierra County,California,47.5,100,1.1,46.4
CA-093,Siskiyou County,California,49.7,113,1.9,47.8
CA-095,Solano County,California,60.9,101,1.1,59.7
CA-097,Sonoma County,California,57.1,103,1,56.1
CA-099,Stanislaus County,California,61.4,97,1,60.4
CA-101,Sutter County,California,62.9,97,1.1,61.8
CA-103,Tehama County,California,59.1,109,1.2,57.9
CA-105,Trinity County,California,53.1,115,1.6,51.6
CA-107,Tulare County,California,54.9,111,1.7,53.2
CA-109,Tuolumne County,California,50.5,97,0.9,49.6
CA-111,Ventura County,California,57.5,97,1.5,56
CA-113,Yolo County,California,62,102,1.1,60.9
CA-115,Yuba County,California,60.9,103,1.1,59.8
